"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-12-19","1990","12","19","","","","","","","","","","","","","","","","","","","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-12-20","1990","12","20","","","","","","","","","","","","","","","","","","","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-12-21","1990","12","21","","","","","","","","","","","","","","","","","","","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-12-22","1990","12","22","","","","","","","","","","","","","","","","","","","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-12-23","1990","12","23","","","","","","","","","","","","","","","","","","","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-12-24","1990","12","24","","","","","","","","","","","","","","","","","","","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-12-25","1990","12","25","","","","","","","","","","","","","","","","","","","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-12-26","1990","12","26","","","","","","","","","","","","","","","","","","","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-12-27","1990","12","27","","","","","","","","","","","","","","","","","","","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-12-28","1990","12","28","","","","","","","","","","","","","","","","","","","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-12-29","1990","12","29","","","","","","","","","","","","","","","","","","","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-12-30","1990","12","30","","","","","","","","","","","","","","","","","","","","","","",""
"-114.13","51.08","UNIVERSITY OF CALGARY","3036652","1990-12-31","1990","12","31","","","","","","","","","","","","","","","","","","","","","","",""
